0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
3.892732278356189,2.8051838612630196,2.5509948399277786,3.552799009447239,3.535617080071538,2.6033766214245384,3.0097805471380057,1.6025633343680104,3.716597347082068,3.6180902669197956,3.5940246258707558,1.7405383930299756,2.7918334631590924,3.0013199716145413,3.2526415769974086,3.1801357240615893,3.8232252574469476,2.036109581812637,2.8737292977045716,2.5912597481337842,3.1205225561852776,3.3448526396518785,3.8213517949694293,2.7075717608044085,3.420943675751545
1.8677943978934683,2.8859034625621662,3.6598529890365086,2.7521022643360973,3.210260361645967,3.652755397122845,3.6517333010476998,3.5381898201475916,2.923923668842348,3.0777097353552603,2.7988637253793733,3.524454896030329,4.489828468394934,3.047480631531002,2.6470425724074667,3.0225203577502118,1.7070632572988569,3.1544014930585735,2.440973738617732,2.9147619395619233,3.0113961555449245,3.4707050781984075,3.1341357409313586,3.524039956643389,2.099103059735918
2.126418151533329,2.9371169844542804,2.6583853212553112,2.909886315871568,3.22059317411978,2.9778715224630314,3.35251650062082,3.9631135581971266,2.3929447953638965,2.9561674900787147,3.191898094892207,2.8700825919577704,3.644170303962735,1.5042562862971218,4.265286926649897,2.288016421745367,3.1320263967388104,3.439117602144657,2.5105884304668242,3.287913474970032,3.438810784099297,3.3262024065038713,2.422842813025838,4.251104553500269,3.14142235053725
2.281767999006772,3.393791935800561,3.024620701645986,3.289366930942794,0.7795415130181556,3.823192496469461,3.0951054358072985,3.102519801296352,2.7320036026284242,3.4781541898690747,3.613712192265221,3.1687601929159994,3.8673588063028044,3.0497504455357842,2.7507785616627283,2.359537301567113,2.6356569539766816,3.508826838009816,2.9489380732459494,2.7851732725614875,3.3291809769711715,2.33390371287033,2.68104226655173,3.1814526138297126,3.3530121152875276
3.313792442125569,3.17777024352739,3.301764170764696,3.8495972895433868,2.513286446667463,2.708374087103519,3.7630430214695654,2.201730197106037,3.5455164655438516,1.9340382768449524,2.7191243105571132,3.4668105384137515,2.8729276424290187,2.886484903123289,3.424122726391012,1.8668773289599063,3.029330748838639,3.2460308900260686,2.84519980790785,2.615101569703445,2.5744889922096865,3.2718359396976497,1.9388378032571656,3.2453245275746494,2.7013290092021798
2.8136803251690194,3.4325018465602217,3.422860101976511,3.1492694416421023,3.0942306391281607,3.508536037391113,4.179877935025431,3.39856078499044,2.400551396846671,1.7006526884469526,4.202753691079083,1.9186888955033983,3.7542007028496904,3.496889004183335,2.763336569124563,3.4377726839766485,2.470141779710678,3.7332821595292556,2.6732815754768753,3.4367417548231396,3.6132562192199074,2.924149960874983,4.474131182881105,3.309151009034245,3.496365248384237
2.704633425706577,2.964672401774114,3.8460553808203426,2.4985010472430744,1.6767535964324027,2.7921917042028546,2.4474773940156007,3.208241662006536,3.334474709449213,2.536512773573168,2.8004781524547027,2.429108453528112,2.464333142096476,3.1408135389115084,3.391795732533831,3.1162062644698643,3.5934976110629977,3.615717194707987,2.954757122719443,2.6569144889674594,2.41542887758464,2.227923641401155,3.08703787321646,2.861034916280656,4.323291042768789
3.0761896493518384,2.121770720672192,3.886675028238857,1.6616526871221784,2.1603406716031226,3.2265402641854317,2.9908078297431966,3.7928405336700592,2.096762331810758,2.2550586705809526,2.6312049901782366,2.7417183963565996,2.11157479589237,3.130475728723656,2.63056753078121,2.0820882420068156,2.441332754661115,3.6881311494915683,2.7310977117439625,2.8995941791348865,3.554041833392605,3.1796901431761997,2.344776864910203,2.800878488873785,2.6136768690568513
3.0978270654029454,2.643921158484537,3.6590205129975724,2.506816380634455,2.673100099224622,3.0447878367768233,4.190610958483458,3.490987705332669,3.319705984481309,2.6595232231225645,3.6504910713192915,4.313379416173081,3.9096936188578892,3.6327080469246975,3.4668234959638435,2.579076641760305,3.2743338502428436,3.4293044066769127,2.8276193716195075,4.199193591859935,3.256224831989516,3.5550434571263807,3.141048912341421,1.7047949587938336,2.758304686695662
2.945722882996729,3.7018608853486468,3.153977477764591,3.0755032147048142,3.186299512636257,2.9021101499080646,2.5386072572220417,2.2225765204332926,3.1554377325431195,3.36207188269594,4.7221754879407785,3.2488231822812876,3.4165408415684966,2.828162970851898,3.311855284841642,3.537783284610288,2.344721456897383,2.1325988945522956,3.719019069223413,3.7364797393269544,3.2438669822462685,2.4510118291500627,3.183866911100887,4.161350789288118,1.9330670992391659
2.1232332779527985,3.0789984692031713,3.0023427941391483,2.209278548641503,2.477309618138341,3.3451531902374496,2.6859265613843712,2.5087160055866464,3.952982974705172,3.1280207215339852,3.195041226118596,3.5399366560397487,3.1863534701497835,3.6708019175613864,3.22629899069793,4.179968508842531,2.6973232044807136,3.241563353703115,3.014678953660339,2.5886052063769487,2.801424625181728,2.5497028486226125,3.110531220714525,3.61283540808305,3.0146459136248485
3.345063292106594,3.2204367500138753,2.828275189556618,2.694375372098516,2.7666852702215436,1.506094243865032,3.960229299015849,3.0393085295413007,2.8227625150049587,2.211393204387959,4.114105791423753,2.779102514591974,2.9347224253529043,3.2406780615801916,3.51267855198878,2.5739245640954698,3.6587526684520526,3.0198646911513816,3.8369487703931195,2.96850827615653,2.7731822034792146,2.032098763872974,2.8010427391121198,3.3284072663354527,3.443100373239401
2.86444550300631,4.643630839561355,1.9144587620177265,2.941156843004846,3.8917831489995165,3.369352987153667,3.106113489158662,1.9084966596481479,3.179817553110326,2.6619139440288313,3.1069269493468012,3.612402409735706,2.9842048767884592,2.8208235467170857,3.576028458966863,2.9618368933595636,2.544486712312592,2.3627007338155535,3.6206119556541427,3.595416529056856,3.444800445657469,3.0831046163451794,2.4971273514254406,2.78689008202087,4.18937734693903
3.0971571518205803,3.4733461556897423,2.736421108867488,3.1132018810700717,3.1710387284173556,3.0423167855459416,2.976955683673072,2.893572379669668,3.1663533622053395,3.861757716084215,2.986004432709814,3.081873605792467,3.270701620503056,3.164833498207172,3.352466675728889,3.364571146355045,2.891393292244134,2.3324207837990416,2.969803835810612,2.4732921441855975,3.2586527987910947,3.2651518438457723,2.3889020508689813,2.7334177983965824,3.9337720830635896
2.77558328174388,2.7144663941591007,2.166300153370203,2.9742116841629858,3.5116021828951687,4.307158066393049,3.7994069587861254,3.1684499326729174,3.6250655581742692,3.6721309509164297,3.2123259868597303,2.876577755335194,4.546218508264488,3.863164463479191,2.28055801141464,2.20985505242589,3.3787642598105743,2.326982407775229,2.6191050268588425,3.0635789734233856,2.104858179750072,3.1312996436239344,2.4411311444561736,1.9255155477598072,4.116822274109196
2.182037198666943,3.3463721000039315,2.5751137777403854,3.9799897994697098,2.9347906858092254,4.152999100095952,2.7922864252625774,3.1205492609756633,2.6904738722467387,3.6434988937814756,1.9159129938752857,2.529015648672116,2.450971551120968,3.2454377238656154,2.408030756556629,3.2071877926981247,3.3295899005506815,2.3017935405088625,3.030073850662658,3.038625547223288,2.3597459716370492,2.8514911433283254,4.203957164677824,2.8587834300090886,2.424352975301715
3.221726400403335,2.2086123068401458,2.878199425152332,2.711239307677589,3.6165130695408494,3.8652783633762198,3.677763969608701,3.2734209157400853,2.4008172094553446,3.7761504771311967,3.313377301240319,2.60656988316851,2.5611743724365486,2.8501532220639683,3.364892066955276,3.2198331234313136,1.86871007751673,2.4328938490148544,2.533585666905938,2.9326264099421113,3.1712171034633303,3.1478947200700613,2.8380891149427794,2.805314538971066,3.279470354456297
